"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","66,371","-","-","-"
"1","냉동방어
(잿방어,F,포장횟감)","가고시마현","2016-08-25","296","불검출","불검출","적합"
"2","활돔(벵에돔)","에히메현","2016-08-25","130","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-08-25","8,918","불검출","불검출","적합"
"4","활돔(쥐돔)","사가현","2016-08-25","996","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-08-25","1,236","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-08-25","1,522","불검출","불검출","적합"
"7","냉장돔(참돔)","야마구치현","2016-08-25","50","불검출","불검출","적합"
"8","냉장돔(황돔)","야마구치현","2016-08-25","1,021","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-08-25","2,914","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2016-08-25","248","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2016-08-25","585","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-08-25","964","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-08-25","160","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-08-25","585","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-08-25","950","불검출","불검출","적합"
"16","냉장돔(참돔)","야마구치현","2016-08-25","90","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-08-25","130","불검출","불검출","적합"
