"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","76,625","-","-","-"
"1","냉장명태","홋카이도","2016-08-24","3,989","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2016-08-24","1,928","불검출","불검출","적합"
"3","냉장돔(참돔)","야마구치현","2016-08-24","352","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2016-08-24","170","불검출","불검출","적합"
"5","냉장민어(수조기)","야마구치현","2016-08-24","75","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-08-24","4,426","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-08-24","936","불검출","불검출","적합"
"8","냉장돔(참돔)","야마구치현","2016-08-24","750","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2016-08-24","70","불검출","불검출","적합"
"10","냉장병어","야마구치현","2016-08-24","110","불검출","불검출","적합"
"11","냉장돔(참돔)","후쿠오카현","2016-08-24","980","불검출","불검출","적합"
"12","냉장돔(황돔)","후쿠오카현","2016-08-24","10","불검출","불검출","적합"
"13","냉장돔(황돔)","나가사키현","2016-08-24","564","불검출","불검출","적합"
"14","냉장준치","구마모토현","2016-08-24","630","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-08-24","312","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-08-24","312","불검출","불검출","적합"
"17","활가리비","홋카이도","2016-08-24","7,277","불검출","불검출","적합"
