"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2017-11-17","198,440","불검출","불검출","적합"
"2","활가재(바다가재)","미국","2017-11-17","681","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-11-17","8,184","불검출","불검출","적합"
"4","냉동다랑어(황다랑어)","파퓨아뉴기니","2017-11-17","33,010","불검출","불검출","적합"
"5","냉동꽁치","대만","2017-11-17","66,508","불검출","불검출","적합"
"6","냉동꽁치","대만","2017-11-17","45,239","불검출","불검출","적합"
"7","냉동명태","러시아","2017-11-17","555,732","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-11-17","193,032","불검출","불검출","적합"
"9","냉동명태","러시아","2017-11-17","1,483,070","불검출","불검출","적합"
"10","냉동명태","러시아","2017-11-17","466,636","불검출","불검출","적합"
"11","냉동명태","러시아","2017-11-17","23,000","불검출","불검출","적합"
"12","마른명태","러시아","2017-11-17","14,400","불검출","불검출","적합"
"합계","","-","-","3,087,932","-","-","-"
