"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활우렁쉥이","홋카이도","2017-11-17","9,111","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-11-17","3,000","불검출","불검출","적합"
"3","냉동다랑어(눈다랑어,F,횟감)","대서양","2017-11-17","298","불검출","불검출","적합"
"4","활꼬막(새꼬막)","사가현","2017-11-17","1,880","불검출","불검출","적합"
"5","활꼬막","사가현","2017-11-17","600","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-11-17","7,000","불검출","불검출","적합"
"7","냉동아귀","홋카이도","2017-11-17","14,518","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-11-17","7,000","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2017-11-17","14,292","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2017-11-17","8,047","불검출","불검출","적합"
"11","활꼬막(새꼬막)","사가현","2017-11-17","500","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2017-11-17","8,262","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2017-11-17","9,136","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2017-11-17","8,662","불검출","불검출","적합"
"15","활가리비","홋카이도","2017-11-17","7,000","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-11-17","4,000","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-11-17","3,000","불검출","불검출","적합"
"18","활꼬막","후쿠오카현","2017-11-17","1,020","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2017-11-17","570","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-11-17","6,214","불검출","불검출","적합"
