"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"5","냉동꽁치","대만","2017-11-20","72,040","불검출","불검출","적합"
"6","냉동꽁치","대만","2017-11-20","66,136","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,F,횟감)","대만","2017-11-20","1,954","불검출","불검출","적합"
"8","냉동대구(목살)","러시아","2017-11-20","840","불검출","불검출","적합"
"9","냉동대구","러시아","2017-11-20","6,085","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-11-20","67,479","불검출","불검출","적합"
"11","냉동명태","러시아","2017-11-20","16,300","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2017-11-20","21,817","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-11-20","45,900","불검출","불검출","적합"
"14","냉동새우(흰다리새우)","베트남","2017-11-20","5,750","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-11-20","44,081","불검출","불검출","적합"
"16","냉동꽁치","대만","2017-11-20","67,687","불검출","불검출","적합"
"합계","","-","-","485,247","-","-","-"
