"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2019-02-19","1,300","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2019-02-19","455","불검출","불검출","적합"
"23","냉장갈치","가나가와현","2019-02-19","4,384","불검출","불검출","적합"
"24","냉장갈치","가나가와현","2019-02-19","7,272","불검출","불검출","적합"
"25","냉장명태","홋카이도","2019-02-19","3,380","불검출","불검출","적합"
"26","냉장명태","홋카이도","2019-02-19","3,900","불검출","불검출","적합"
"27","활방어","나가사키현","2019-02-19","6,882","불검출","불검출","적합"
"28","냉장준치","효고현","2019-02-19","480","불검출","불검출","적합"
"29","활가리비","홋카이도","2019-02-19","7,073","불검출","불검출","적합"
"30","냉장명태","홋카이도","2019-02-19","1,950","불검출","불검출","적합"
"31","냉장돔(황돔)","나가사키현","2019-02-19","496","불검출","불검출","적합"
"32","활방어","나가사키현","2019-02-19","5,773","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2019-02-19","8,490","불검출","불검출","적합"
"34","냉장가오리","야마구치현","2019-02-19","210","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2019-02-19","6,912","불검출","불검출","적합"
"36","냉장갈치","가나가와현","2019-02-19","4,392","불검출","불검출","적합"
"37","활장어(먹장어)","야마구치현","2019-02-19","1,246","불검출","불검출","적합"
"38","냉장명태","홋카이도","2019-02-19","2,600","불검출","불검출","적합"
"39","냉장명태","홋카이도","2019-02-19","2,600","불검출","불검출","적합"
"40","활가리비","홋카이도","2019-02-19","6,952","불검출","불검출","적합"
"합계","","-","-","189,042","-","-","-"
