"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"81","초콜릿가공품","훗카이도","2016-09-06","58","불검출","불검출","적합"
"82","양조간장","후쿠오카현","2016-09-02","2,150","불검출","불검출","적합"
"83","즉석조리식품","가나가와현","2016-08-22","3,057","불검출","불검출","적합"
"84","혼합제제","오사카부","2016-09-01","51","불검출","불검출","적합"
"85","초콜릿가공품","훗카이도","2016-09-06","68","불검출","불검출","적합"
"86","혼합제제","오사카부","2016-08-26","17","불검출","불검출","적합"
"87","건어포류","KAGAWA","2016-08-22","200","불검출","불검출","적합"
"88","수산물가공품","효고현","2016-08-25","1,200","불검출","불검출","적합"
"89","혼합제제","오사카부","2016-09-01","85","불검출","불검출","적합"
"90","복합조미식품","미에현","2016-07-25","33","불검출","불검출","적합"
"91","빵류(케이크)","훗카이도","2016-08-24","173","불검출","불검출","적합"
"92","조미된장","아이치현","2016-08-07","7,000","불검출","불검출","적합"
"93","빵류(케이크)","효고현","2016-08-05","697","불검출","불검출","적합"
"94","초콜릿가공품","훗카이도","2016-08-14","13","불검출","불검출","적합"
"95","과자(스낵과자)","니가타현","2016-08-30","1,020","불검출","불검출","적합"
"96","과자(스낵과자)","야마가타현","2016-09-05","4,343","불검출","불검출","적합"
"97","혼합제제","오사카부","2016-09-08","34","불검출","불검출","적합"
"98","음료베이스","돗토리현","2016-09-14","400","불검출","불검출","적합"
"99","혼합제제","시즈오카현","2016-09-01","1,300","불검출","불검출","적합"
"100","초콜릿가공품","훗카이도","2016-08-29","3","불검출","불검출","적합"
"101","초콜릿가공품","훗카이도","2016-09-03","4","불검출","불검출","적합"
"102","국수","구마모토현","2016-07-10","464","불검출","불검출","적합"
"103","발효식초","도치기현","2016-06-30","150","불검출","불검출","적합"
"104","소스류","교토부","2016-08-30","2,420","불검출","불검출","적합"
"105","맥주","후쿠오카현","2016-08-02","16,800","불검출","불검출","적합"
"106","맥주","후쿠오카현","2016-08-12","296,820","불검출","불검출","적합"
"107","혼합제제","오사카부","2016-09-06","17","불검출","불검출","적합"
"108","맥주","후쿠오카현","2016-07-29","24,250","불검출","불검출","적합"
"109","혼합제제","도쿄도","2016-09-09","45","불검출","불검출","적합"
"110","혼합제제","오사카부","2016-09-06","17","불검출","불검출","적합"
"111","혼합제제","오사카부","2016-08-26","34","불검출","불검출","적합"
"112","소스류","나가사키현","2016-06-30","3,733","불검출","불검출","적합"
"113","빵류(파이)","훗카이도","2016-08-05","60","불검출","불검출","적합"
