"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","63,347","-","-","-"
"1","냉장돔(황돔)","야마구치현","2016-09-29","381","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2016-09-29","397","불검출","불검출","적합"
"3","냉장갈치","후쿠오카현","2016-09-29","680","불검출","불검출","적합"
"4","냉장대구","홋카이도","2016-09-29","170","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-09-29","3,913","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-09-29","852","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-09-29","4,048","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-09-29","200","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-09-29","1,521","불검출","불검출","적합"
"10","냉장돔(참돔)","야마구치현","2016-09-29","240","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2016-09-29","359","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-09-29","1,322","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2016-09-29","755","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-09-29","13,921","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2016-09-29","6,981","불검출","불검출","적합"
