"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","141,703","-","-","-"
"1","활돔(참돔)","에히메현","2016-09-27","7,509","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-09-27","7,500","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-09-27","8,476","불검출","불검출","적합"
"4","활돔(참돔)","나가사키현","2016-09-27","2,898","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2016-09-27","10,803","불검출","불검출","적합"
"6","활돔(참돔)","나가사키현","2016-09-27","6,648","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-09-27","7,000","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-09-27","9,000","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-09-27","1,651","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-09-27","5,432","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-09-27","3,900","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-09-27","4,024","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-09-27","3,926","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-09-27","1,437","불검출","불검출","적합"
"15","냉장대구","홋카이도","2016-09-27","396","불검출","불검출","적합"
