"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장갈치","오이타현","2016-09-27","345","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2016-09-27","2,624","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-09-27","6,417","불검출","불검출","적합"
"19","활돔(벵에돔)","사가현","2016-09-27","1,496","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-09-27","10,806","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-09-27","1,366","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2016-09-27","1,735","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-09-27","3,896","불검출","불검출","적합"
"24","냉장갈치","야마구치현","2016-09-27","610","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-09-27","1,584","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2016-09-27","250","불검출","불검출","적합"
"27","냉장준치","구마모토현","2016-09-27","273","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-09-27","1,548","불검출","불검출","적합"
"29","냉장홍어","야마구치현","2016-09-27","260","불검출","불검출","적합"
"30","냉장갈치","와카야마현","2016-09-27","2,664","불검출","불검출","적합"
"31","냉장갈치","에히메현","2016-09-27","70","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-09-27","3,575","불검출","불검출","적합"
"33","냉장대구","홋카이도","2016-09-27","190","불검출","불검출","적합"
