"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"4","냉동곤이(대구)","러시아","2017-05-11","2,718","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2017-05-11","22,500","불검출","불검출","적합"
"6","냉동명태","러시아","2017-05-11","22,200","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,목살,횟감)","대만","2017-05-11","210","불검출","불검출","적합"
"8","냉동명태","러시아","2017-05-11","10,530","불검출","불검출","적합"
"9","마른상어(지느러미,자숙)","싱가포르","2017-05-11","20","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2017-05-11","2,124","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","미국","2017-05-11","21,350","불검출","불검출","적합"
"12","냉동곤이(명태)","러시아","2017-05-11","15,120","불검출","불검출","적합"
"13","냉동명태(F)","러시아","2017-05-11","20,000","불검출","불검출","적합"
"14","냉동명태(F)","미국","2017-05-11","13,500","불검출","불검출","적합"
"15","냉동다랑어(눈다랑어)","마이크로네시아","2017-05-11","8,917","불검출","불검출","적합"
"16","냉동꽁치","중국","2017-05-11","23,030","불검출","불검출","적합"
"17","냉동곤이(명태)","러시아","2017-05-11","16,695","불검출","불검출","적합"
"18","냉동명태","러시아","2017-05-11","159,285","불검출","불검출","적합"
"19","냉동민어(대서양꼬마민어)","가이아나","2017-05-11","18,000","불검출","불검출","적합"
"20","냉동새치(황새치,F,횟감)","대만","2017-05-11","1,450","불검출","불검출","적합"
"21","냉동가자미(각시가자미)","러시아","2017-05-11","22,000","불검출","불검출","적합"
"22","냉동어란(명란)","러시아","2017-05-11","48,417","불검출","불검출","적합"
"23","냉동가자미(각시가자미)","러시아","2017-05-11","22,500","불검출","불검출","적합"
"24","냉동명태","러시아","2017-05-11","12,390","불검출","불검출","적합"
"25","냉동가자미(각시가자미)","러시아","2017-05-11","22,000","불검출","불검출","적합"
"합계","","-","-","509,779","-","-","-"
