"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","42,834","-","-","-"
"1","냉동전갱이 (F , 포
장횟감)","에히메현","2017-05-08","1,810","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-05-08","4,384","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2017-05-08","4,419","불검출","불검출","적합"
"4","활가리비","홋카이도","2017-05-08","13,875","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2017-05-08","448","불검출","불검출","적합"
"6","냉동 다 랑어 ( 남 방
참다랑어)","인도양","2017-05-08","6,683","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-05-08","2,376","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-05-08","1,200","불검출","불검출","적합"
"9","냉 동 새 치 ( 황 새
치,F,횟감)","태평양","2017-05-08","185","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-05-08","1,224","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2017-05-08","3,920","불검출","불검출","적합"
"12","활장어(먹장어)","후쿠오카현 2017-05-08","","2,310","불검출","불검출","적합"
