"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"20","냉장명태","홋카이도","2017-05-04","2,136","불검출","불검출","적합"
"21","활꼬막","사가현","2017-05-04","340","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현 2017-05-04","","930","불검출","불검출","적합"
"23","냉장갈치","야마구치현 2017-05-04","","795","불검출","불검출","적합"
"24","활가리비","홋카이도","2017-05-04","6,982","불검출","불검출","적합"
"25","냉장돔(황돔)","나가사키현 2017-05-04","","672","불검출","불검출","적합"
"26","활가리비","홋카이도","2017-05-04","6,919","불검출","불검출","적합"
"27","냉장대구","홋카이도","2017-05-04","360","불검출","불검출","적합"
"28","냉장갈치","와카야마현 2017-05-04","","1,784","불검출","불검출","적합"
"29","활가리비","홋카이도","2017-05-04","7,000","불검출","불검출","적합"
"30","냉장돔(감성돔)","와카야마현 2017-05-04","","440","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2017-05-04","5,032","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-05-04","1,704","불검출","불검출","적합"
"33","활가리비","홋카이도","2017-05-04","6,961","불검출","불검출","적합"
"34","활가리비","홋카이도","2017-05-04","13,888","불검출","불검출","적합"
"35","활게(참게)","후쿠오카현 2017-05-04","","790","불검출","불검출","적합"
"36","활가리비","홋카이도","2017-05-04","6,943","불검출","불검출","적합"
