"","","","","","","",""
"11","과자(비스킷)","2017-04-10","아이치현","1,395","불검출","불검출","적합"
"12","캔디류(사탕)","2017-04-11","아이치현","2,520","불검출","불검출","적합"
"13","과자(크래커)","2017-04-08","아이치현","1,733","불검출","불검출","적합"
"14","침출차","2017-01-10","효고현","5","불검출","불검출","적합"
"15","침출차","2017-01-10","효고현","5","불검출","불검출","적합"
"16","침출차","2017-01-10","효고현","5","불검출","불검출","적합"
"17","프로폴리스추출물
제품","2017-04-14","구마모토현","62","불검출","불검출","적합"
"18","과자(스낵과자)","2017-04-07","지바현","605","불검출","불검출","적합"
"19","두류가공품","2017-04-03","나가노현","1,410","불검출","불검출","적합"
"20","과자(쿠키)","2016-12-23","군마현","221","불검출","불검출","적합"
"21","소스류","2017-03-24","효고현","2,772","불검출","불검출","적합"
"22","소스류","2017-03-30","오이타현","2,400","불검출","불검출","적합"
"23","복합조미식품","2017-04-10","에히메현","600","불검출","불검출","적합"
"24","침출차","2017-04-14","가고시마현","300","불검출","불검출","적합"
"25","수산물가공품","2017-04-11","훗카이도","750","불검출","불검출","적합"
"26","과자(웨이퍼)","2017-04-11","오사카부","214","불검출","불검출","적합"
"27","빵류(케이크)","2017-04-01","야마나시현","16","불검출","불검출","적합"
"28","청주","2017-04-01","와카야마현","462","불검출","불검출","적합"
"29","청주","2017-04-01","와카야마현","79","불검출","불검출","적합"
"30","청주","2017-03-24","오이타현","144","불검출","불검출","적합"
"31","청주","2017-04-01","오이타현","72","불검출","불검출","적합"
"32","청주","2017-03-28","나라현","420","불검출","불검출","적합"
"33","청주","2017-03-31","나라현","288","불검출","불검출","적합"
"34","청주","2017-04-11","오이타현","720","불검출","불검출","적합"
"35","소스류","2017-03-29","시즈오카현","400","불검출","불검출","적합"
"36","식물성크림","2017-03-25","오이타현","194","불검출","불검출","적합"
