"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","996,794","-","-","-"
"1","냉동명태","러시아","2017-05-08","763,723","불검출","불검출","적합"
"2","냉 동 어 란 ( 대 구
알)","러시아","2017-05-08","12,601","불검출","불검출","적합"
"3","냉동곤이(명태)","러시아","2017-05-08","17,955","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2017-05-08","15,075","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-05-08","77,678","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2017-05-08","20,720","불검출","불검출","적합"
"7","냉동명태","러시아","2017-05-08","14,940","불검출","불검출","적합"
"8","냉동가자미(각시
가자미)","러시아","2017-05-08","22,500","불검출","불검출","적합"
"9","냉동내장(창난)","미국","2017-05-08","8,000","불검출","불검출","적합"
"10","냉동곤이(명태)","미국","2017-05-08","21,552","불검출","불검출","적합"
"11","냉동가자미(각시
가자미)","러시아","2017-05-08","22,050","불검출","불검출","적합"
