"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"72","과자(비스킷)","이바라키현","2014-11-26","534","불검출","불검출","적합"
"73","볶은커피","미에현","2014-11-26","77","불검출","불검출","적합"
"74","맥주","오이타현","2014-12-25","66,240","불검출","불검출","적합"
"75","혼합제제","도쿄도","2014-12-22","45","불검출","불검출","적합"
"76","혼합제제","오사카부","2015-01-09","16","불검출","불검출","적합"
"77","청주","도치기현","2014-12-15","5,616","불검출","불검출","적합"
"78","청주","도치기현","2014-12-15","1,555","불검출","불검출","적합"
"79","청주","도치기현","2014-12-12","2,333","불검출","불검출","적합"
"80","청주","도치기현","2014-12-12","1,555","불검출","불검출","적합"
"81","청주","도치기현","2014-12-18","1,037","불검출","불검출","적합"
"82","고형차","아이치현","2014-12-17","103","불검출","불검출","적합"
"83","고형차","아이치현","2014-12-24","1,920","불검출","불검출","적합"
"84","볶은커피","미에현","2014-11-30","22","불검출","불검출","적합"
"85","볶은커피","군마현","2014-11-19","22","불검출","불검출","적합"
"86","캔디류(젤리)","오사카부","2014-11-27","98","불검출","불검출","적합"
"87","혼합제제","사이타마현","2014-11-28","285","불검출","불검출","적합"
"88","청주","도쿠시마현","2015-01-01","149","불검출","불검출","적합"
"89","청주","도쿠시마현","2015-01-01","139","불검출","불검출","적합"
"90","청주","야마가타현","2014-12-26","259","불검출","불검출","적합"
"91","복합조미식품","에히메현","2015-01-06","1,200","불검출","불검출","적합"
"92","시클로덱스트린시럽","오사카부","2014-09-01","1,000","불검출","불검출","적합"
"93","혼합제제","효고현","2014-12-17","51","불검출","불검출","적합"
