"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"129","청주","이와테현","2014-12-24","118.8","불검출","불검출","적합"
"130","청주","이와테현","2014-12-17","54","불검출","불검출","적합"
"131","청주","이와테현","2015-01-05","172.8","불검출","불검출","적합"
"132","청주","이와테현","2015-01-05","86.4","불검출","불검출","적합"
"133","청주","아오모리현","2014-12-30","86.4","불검출","불검출","적합"
"134","조미된장","아이치현","2014-12-08","12,000","불검출","불검출","적합"
"135","조미된장","아이치현","2014-11-26","7,000","불검출","불검출","적합"
"136","초콜릿가공품","아이치현","2014-12-22","164.4","불검출","불검출","적합"
"137","초콜릿가공품","아이치현","2014-12-23","187.2","불검출","불검출","적합"
"138","밀크초콜릿","아이치현","2014-12-24","229.2","불검출","불검출","적합"
"139","초콜릿가공품","후쿠오카현","2015-01-06","139.44","불검출","불검출","적합"
"140","초콜릿가공품","아이치현","2014-12-22","160.8","불검출","불검출","적합"
"141","소스류","후쿠오카현","2014-12-19","500","불검출","불검출","적합"
"142","양조간장","효고현","2014-12-16","13,646.88","불검출","불검출","적합"
"143","양조간장","효고현","2014-12-26","15,584.4","불검출","불검출","적합"
"144","기타전분","나라현","2014-12-09","3,000","불검출","불검출","적합"
"145","과자(스낵과자)","이바라키현","2015-01-06","3,178.8","불검출","불검출","적합"
"146","과자(스낵과자)","이바라키현","2015-01-08","2,467.8","불검출","불검출","적합"
"147","혼합제제","오사카부","2014-12-26","16,104","불검출","불검출","적합"
"148","고도표백분","야마가타현","2014-08-28","4,000","불검출","불검출","적합"
"149","초콜릿가공품","효고현","2014-10-20","3,110.4","불검출","불검출","적합"
"150","기타천연착향료","시즈오카현","2015-01-07","100","불검출","불검출","적합"
