"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","캔디류(사탕)","아이치현","2014-02-17","112","불검출","불검출","적합"
"18","캔디류(사탕)","아이치현","2014-02-17","105","불검출","불검출","적합"
"19","캔디류(사탕)","아이치현","2014-02-17","105","불검출","불검출","적합"
"20","혼합제제","와카야마현","2014-03-20","60","불검출","불검출","적합"
"21","혼합제제","시즈오카현","2014-03-19","100","불검출","불검출","적합"
"22","혼합제제","시즈오카현","2014-03-18","300","불검출","불검출","적합"
"23","혼합제제","시즈오카현","2014-03-13","924","불검출","불검출","적합"
"24","맥주","오이타현","2014-02-21","14,760","불검출","불검출","적합"
"25","청주","교토부","2014-03-01","432","불검출","불검출","적합"
"26","청주","교토부","2014-02-01","648","불검출","불검출","적합"
"27","과자(비스킷)","시즈오카현","2014-03-07","240","불검출","불검출","적합"
"28","청주","아키타현","2014-03-18","43.2","불검출","불검출","적합"
"29","청주","니가타현","2013-12-01","86.4","불검출","불검출","적합"
"30","청주","니가타현","2014-03-13","151.2","불검출","불검출","적합"
"31","청주","니가타현","2014-03-07","25.92","불검출","불검출","적합"
"32","청주","니가타현","2014-03-10","86.4","불검출","불검출","적합"
"33","소주","가고시마현","2014-03-06","162","불검출","불검출","적합"
"34","청주","아키타현","2014-03-18","25.92","불검출","불검출","적합"
"35","청주","아키타현","2014-03-18","79.92","불검출","불검출","적합"
"36","혼합제제","오카야마현","2014-03-26","45","불검출","불검출","적합"
"37","기타천연착향료","효고현","2014-03-26","17","불검출","불검출","적합"
"38","혼합제제","오카야마현","2014-03-17","525","불검출","불검출","적합"
"39","기타천연착향료","오카야마현","2014-03-11","150","불검출","불검출","적합"
"40","소스류","나가사키현","2014-02-15","300","불검출","불검출","적합"
"41","당류가공품","오카야마현","2014-03-03","40,000","불검출","불검출","적합"
"42","혼합제제","오카야마현","2014-02-28","100","불검출","불검출","적합"
"43","향미유","가나가와현","2014-02-20","280.5","불검출","불검출","적합"
"44","소스류","후쿠오카현","2014-01-08","2,160","불검출","불검출","적합"
"45","과자(스낵과자)","니가타현","2014-04-04","102","불검출","불검출","적합"
"46","과자(스낵과자)","니가타현","2014-03-31","357","불검출","불검출","적합"
"47","혼합제제","효고현","2014-03-27","17","불검출","불검출","적합"
"48","커피/건조","브라질","2012-09-05","3,000","불검출","불검출","적합"
"49","혼합제제","가나가와현","2014-03-24","75","불검출","불검출","적합"
"50","혼합제제","나가노현","2013-08-07","500","불검출","불검출","적합"
"51","드레싱","아오모리현","2014-03-19","399","불검출","불검출","적합"
"52","맥주","교토부","2014-03-03","132,572.16","불검출","불검출","적합"
"53","혼합제제","오카야마현","2014-03-17","495","불검출","불검출","적합"
"54","혼합제제","오사카부","2014-03-18","270","불검출","불검출","적합"
"55","피틴산","와카야마현","2014-03-15","100","불검출","불검출","적합"
"56","피틴산","와카야마현","2014-03-15","20","불검출","불검출","적합"
