"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","혼합제제","사이타마현","2014-03-14","60","불검출","불검출","적합"
"68","혼합제제","사이타마현","2014-03-17","14","불검출","불검출","적합"
"69","혼합제제","사이타마현","2014-01-15","32","불검출","불검출","적합"
"70","혼합제제","사이타마현","2014-03-20","15","불검출","불검출","적합"
"71","혼합제제","사이타마현","2014-03-17","16","불검출","불검출","적합"
"72","혼합제제","사이타마현","2014-03-14","50","불검출","불검출","적합"
"73","혼합제제","사이타마현","2014-03-17","96","불검출","불검출","적합"
"74","혼합제제","사이타마현","2014-03-13","120","불검출","불검출","적합"
"75","혼합제제","사이타마현","2014-01-28","120","불검출","불검출","적합"
"76","혼합제제","사이타마현","2014-03-17","100","불검출","불검출","적합"
"77","혼합제제","사이타마현","2014-03-14","30","불검출","불검출","적합"
"78","발효식초","도쿄도","2014-03-10","640","불검출","불검출","적합"
"79","소스류","도쿄도","2013-08-21","165","불검출","불검출","적합"
"80","건어포류","효고현","2014-03-06","20","불검출","불검출","적합"
"81","소스류","나가사키현","2014-03-18","204","불검출","불검출","적합"
"82","소스류","에히메현","2014-03-19","2,198.34","불검출","불검출","적합"
"83","커피/건조","에티오피아","2014-03-27","6,828.8","불검출","불검출","적합"
"84","커피/건조","콜롬비아","2014-04-03","1,123.4","불검출","불검출","적합"
"85","건어포류","에히메현","2014-03-14","400","불검출","불검출","적합"
"86","커피/건조","과테말라","2014-04-03","2,760","불검출","불검출","적합"
"87","소스류","에히메현","2014-02-25","3,960","불검출","불검출","적합"
"88","소스류","에히메현","2014-03-18","5,687.64","불검출","불검출","적합"
"89","소스류","에히메현","2014-03-14","1,920","불검출","불검출","적합"
"90","혼합제제","시즈오카현","2014-03-26","150","불검출","불검출","적합"
"91","소스류","아이치현","2014-03-03","428.4","불검출","불검출","적합"
"92","소스류","아이치현","2014-03-04","492","불검출","불검출","적합"
"93","소스류","아이치현","2014-03-06","1,008","불검출","불검출","적합"
"94","복합조미식품","아이치현","2014-01-27","4,270","불검출","불검출","적합"
"95","향미유","아이치현","2014-03-11","192","불검출","불검출","적합"
"96","당류가공품","오사카부","2014-03-31","2,832","불검출","불검출","적합"
"97","캔디류(사탕)","아이치현","2014-02-14","156","불검출","불검출","적합"
"98","과자(스낵과자)","아이치현","2014-03-10","207","불검출","불검출","적합"
"99","밀가루","후쿠오카현","2014-02-27","2,380","불검출","불검출","적합"
"100","밀가루","후쿠오카현","2014-03-12","1,000","불검출","불검출","적합"
"101","캔디류(젤리)","아이치현","2014-03-07","103.5","불검출","불검출","적합"
"102","과자(쿠키)","시가현","2014-03-17","1,053","불검출","불검출","적합"
"103","과자(크래커)","니가타현","2014-03-18","31.32","불검출","불검출","적합"
"104","과자(스낵과자)","니가타현","2014-03-18","103.8","불검출","불검출","적합"
"105","조미된장","아이치현","2014-03-07","9,790","불검출","불검출","적합"
"106","조미된장","아이치현","2014-02-27","6,000","불검출","불검출","적합"
"107","조미된장","아이치현","2014-03-27","2,862","불검출","불검출","적합"
"108","과자(크래커)","니가타현","2014-02-18","108","불검출","불검출","적합"
