"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","78","383,084","0","0","59","347,078","0","0","19","36,006"
"4.14","78","383,084","0","0","59","347,078","0","0","19","36,006"
"4.15","","","","","","","","","",""
"4.16","","","","","","","","","",""
"4.17","","","","","","","","","",""
"4.18","","","","","","","","","",""
