"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","청주","교토부","2014-03-13","345.6","불검출","불검출","적합"
"18","청주","교토부","2014-03-12","6,123.6","불검출","불검출","적합"
"19","청주","교토부","2014-03-07","8,640","불검출","불검출","적합"
"20","과자(크래커)","오사카부","2014-03-08","108","불검출","불검출","적합"
"21","글루콘산칼슘","도쿠시마현","2014-03-15","2,000","불검출","불검출","적합"
"22","청주","교토부","2013-12-03","540","불검출","불검출","적합"
"23","청주","교토부","2014-01-08","540","불검출","불검출","적합"
"24","빵류(그외 빵류)","가가와현","2014-02-14","64","불검출","불검출","적합"
"25","빵류(카스텔라)","도쿄도","2014-02-14","57.6","불검출","불검출","적합"
"26","혼합제제","사이타마현","2014-03-12","180","불검출","불검출","적합"
"27","빵류(카스텔라)","사이타마현","2014-02-14","64.8","불검출","불검출","적합"
"28","청주","효고현","2014-03-11","259.2","불검출","불검출","적합"
"29","청주","효고현","2013-11-05","86.4","불검출","불검출","적합"
"30","청주","가나가와현","2014-02-25","86.4","불검출","불검출","적합"
"31","청주","나라현","2014-01-23","172.8","불검출","불검출","적합"
"32","청주","나라현","2014-03-06","86.4","불검출","불검출","적합"
"33","청주","나라현","2014-01-16","43.2","불검출","불검출","적합"
"34","청주","아키타현","2014-03-17","86.4","불검출","불검출","적합"
"35","청주","아키타현","2014-03-17","43.2","불검출","불검출","적합"
"36","복합조미식품","후쿠오카현","2014-03-16","124.8","불검출","불검출","적합"
"37","복합조미식품","후쿠오카현","2014-03-20","750","불검출","불검출","적합"
"38","시클로덱스트린시럽","시즈오카현","2014-03-08","5,000","불검출","불검출","적합"
"39","복합조미식품","후쿠오카현","2014-03-20","250","불검출","불검출","적합"
"40","기타천연착향료","오사카부","2014-03-26","15","불검출","불검출","적합"
"41","혼합제제","시즈오카현","2014-03-17","1,000","불검출","불검출","적합"
"42","복합조미식품","에히메현","2014-03-02","2,000","불검출","불검출","적합"
"43","드레싱","도쿄도","2013-11-10","165.6","불검출","불검출","적합"
"44","드레싱","도쿄도","2013-09-12","165.6","불검출","불검출","적합"
"45","드레싱","도쿄도","2013-09-06","165.6","불검출","불검출","적합"
"46","글루콘산아연","도쿠시마현","2013-12-18","200","불검출","불검출","적합"
"47","복합조미식품","후쿠오카현","2014-03-16","300","불검출","불검출","적합"
"48","혼합제제","시즈오카현","2014-03-17","250","불검출","불검출","적합"
"49","혼합제제","미에현","2014-03-10","72","불검출","불검출","적합"
"50","소스류","오이타현","2014-02-12","15","불검출","불검출","적합"
"51","혼합제제","시즈오카현","2014-03-11","1,000","불검출","불검출","적합"
"52","장류절임","도치기현","2014-03-20","50","불검출","불검출","적합"
"53","혼합제제","오사카부","2014-03-28","500","불검출","불검출","적합"
"54","혼합제제","나가노현","2014-03-28","400","불검출","불검출","적합"
"55","피로인산제이철","도쿠시마현","2014-03-17","100","불검출","불검출","적합"
"56","식초절임(생강절임)","도치기현","2014-03-20","50","불검출","불검출","적합"
"57","혼합제제","오사카부","2014-03-28","500","불검출","불검출","적합"
"58","혼합제제","가나가와현","2014-03-10","300","불검출","불검출","적합"
"59","혼합제제","오사카부","2014-03-17","120","불검출","불검출","적합"
"60","조미된장","나가노현","2014-03-05","16,000","불검출","불검출","적합"
"61","혼합제제","효고현","2014-03-18","60","불검출","불검출","적합"
"62","혼합제제","히로시마현","2014-03-24","500","불검출","불검출","적합"
