"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동상어(청상아리)","대만","2017-11-13","25,000","불검출","불검출","적합"
"2","냉동대구(F)","러시아","2017-11-13","14,500","불검출","불검출","적합"
"3","냉동꽁치","대만","2017-11-13","37,969","불검출","불검출","적합"
"4","냉동명태","러시아","2017-11-13","24,000","불검출","불검출","적합"
"5","마른명태","러시아","2017-11-13","9,000","불검출","불검출","적합"
"6","냉동새치(황새치)","대만","2017-11-13","3,860","불검출","불검출","적합"
"7","냉동꽁치","대만","2017-11-13","46,650","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-11-13","72,000","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-11-13","21,250","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-11-13","23,225","불검출","불검출","적합"
"합계","","-","-","277,454","-","-","-"
