"순 번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","","","19,942","","",""
"1","건조 차가버섯","러시아","(2017-09-15)","14,670","12 Bq/kg","불검출","적합"
"2","냉동 능이버섯","중국(티벳)","(2017-10-25)","3,584","2 Bq/kg","불검출","적합"
"3","잼","이탈리아","2019-01-05","259","27 Bq/kg","불검출","적합"
"4","잼","프랑스","2019-08-01","1,391","2 Bq/kg","불검출","적합"
"5","잼","오스트리아","2019-10-10","38","25 Bq/kg","불검출","적합"
