"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","81,995","-","-","-"
"1","냉동다랑어(눈다
랑어,목살)","태평양","2016-09-06","150","불검출","불검출","적합"
"2","냉동다랑어(눈다
랑어,F,횟감)","태평양","2016-09-06","2,170","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2016-09-06","3,744","불검출","불검출","적합"
"4","냉장홍어","야마구치현","2016-09-06","190","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-09-06","4,217","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-09-06","2,192","불검출","불검출","적합"
"7","냉장갈치","오이타현","2016-09-06","215","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-09-06","1,002","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-09-06","7,277","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-09-06","1,118","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-09-06","7,213","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-09-06","7,022","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-09-06","1,032","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-09-06","760","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2016-09-06","1,368","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-09-06","2,104","불검출","불검출","적합"
