"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","59,366.6","-","-","-"
"1","냉동병어","가가와현","2016-09-07","11,172.6","불검출","불검출","적합"
"2","냉동다랑어
(남방참다랑어)","태평양","2016-09-07","4,955","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-09-07","8,964","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2016-09-07","435","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2016-09-07","120","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-09-07","941","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-09-07","1,190","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-09-07","3,900","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-09-07","3,926","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-09-07","6,968","불검출","불검출","적합"
"11","냉장돔(참돔)","후쿠오카현","2016-09-07","1,180","불검출","불검출","적합"
"12","냉장돔(참돔)","나가사키현","2016-09-07","240","불검출","불검출","적합"
"13","냉장돔(황돔)","후쿠오카현","2016-09-07","10","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-09-07","3,913","불검출","불검출","적합"
"15","냉장대구","홋카이도","2016-09-07","270","불검출","불검출","적합"
"16","냉장돔(황돔)","나가사키현","2016-09-07","632","불검출","불검출","적합"
