"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장병어","야마구치현","2016-09-06","220","불검출","불검출","적합"
"18","냉장민어(수조기)","야마구치현","2016-09-06","111","불검출","불검출","적합"
"19","냉장준치","야마구치현","2016-09-06","1,040","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-09-06","300","불검출","불검출","적합"
"21","냉장갈치","후쿠오카현","2016-09-06","400","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-09-06","175","불검출","불검출","적합"
"23","활꼬막","사가현","2016-09-06","1,640","불검출","불검출","적합"
"24","활꼬막","후쿠오카현","2016-09-06","3,660","불검출","불검출","적합"
"25","활꼬막","후쿠오카현","2016-09-06","1,177","불검출","불검출","적합"
"26","활가리비","홋카이도","2016-09-06","6,940","불검출","불검출","적합"
"27","활돔(참돔)","에히메현","2016-09-06","3,962","불검출","불검출","적합"
"28","활돔(참돔)","에히메현","2016-09-06","20,596","불검출","불검출","적합"
