"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"4","냉동가자미(각시가자미)","러시아","2018-08-14","8,100","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2018-08-14","14,352","불검출","불검출","적합"
"6","냉동명태","러시아","2018-08-14","481,815","불검출","불검출","적합"
"7","냉동가자미(각시가자미)","러시아","2018-08-14","22,050","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2018-08-14","21,825","불검출","불검출","적합"
"9","냉동꽁치","대만","2018-08-14","22,460","불검출","불검출","적합"
"10","냉동가자미","러시아","2018-08-14","14,491","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","러시아","2018-08-14","22,500","불검출","불검출","적합"
"12","냉동가자미(각시가자미,F)","미국","2018-08-14","4,200","불검출","불검출","적합"
"13","냉동상어(청상아리)","남아프리카공화국","2018-08-14","15,320","불검출","불검출","적합"
"14","냉동가자미","러시아","2018-08-14","2,064","불검출","불검출","적합"
"합계","","-","-","948,040","-","-","-"
