"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"86","유탕면","사이타마현","2019-04-08","103","불검출","불검출","적합"
"87","유탕면","사이타마현","2019-04-04","108","불검출","불검출","적합"
"88","소스","사가현","2019-04-09","6,673","불검출","불검출","적합"
"89","α-아밀라아제
(비세균성)","가나가와현","2019-05-28","360","불검출","불검출","적합"
"90","커피/건조","브라질","","720","불검출","불검출","적합"
"91","커피/건조","과테말라","","552","불검출","불검출","적합"
"92","소스","아이치현","2019-06-19","1,050","불검출","불검출","적합"
"93","커피/건조","에티오피아","","480","불검출","불검출","적합"
"94","맥주","후쿠오카현","2019-05-31","103,358","불검출","불검출","적합"
"95","맥주","후쿠오카현","2019-06-06","17,448","불검출","불검출","적합"
"96","소주","구마모토현","2019-05-11","86","불검출","불검출","적합"
"97","소주","미야자키현","2019-05-07","97","불검출","불검출","적합"
"98","맥주","오이타현","2019-05-16","139,291","불검출","불검출","적합"
"99","탄산음료","히로시마현","2019-05-22","600","불검출","불검출","적합"
"100","탄산음료","히로시마현","2019-05-23","600","불검출","불검출","적합"
"101","탄산음료","히로시마현","2019-05-21","600","불검출","불검출","적합"
"102","탄산음료","히로시마현","2019-05-24","5,700","불검출","불검출","적합"
"103","당류가공품","오키나와현","2019-05-13","1,710","불검출","불검출","적합"
"104","맥주","후쿠오카현","2019-05-10","52,344","불검출","불검출","적합"
"105","당류가공품","오키나와현","2019-05-13","300","불검출","불검출","적합"
"106","당류가공품","오키나와현","2019-05-13","40","불검출","불검출","적합"
"107","당류가공품","오키나와현","2019-05-13","756","불검출","불검출","적합"
"108","당류가공품","오키나와현","2019-05-13","7,560","불검출","불검출","적합"
"109","청주","아키타현","2019-05-28","216","불검출","불검출","적합"
"110","청주","아키타현","2019-05-13","173","불검출","불검출","적합"
"111","청주","야마가타현","2019-05-13","130","불검출","불검출","적합"
"112","청주","야마가타현","2019-05-08","130","불검출","불검출","적합"
"113","가공두부","후쿠오카현","2019-05-22","12,060","불검출","불검출","적합"
"114","맥주","후쿠오카현","2019-05-11","556,282","불검출","불검출","적합"
"115","혼합제제","와카야마현","2019-05-23","390","불검출","불검출","적합"
"116","과자","훗카이도","2019-06-01","115","불검출","불검출","적합"
"117","과자","훗카이도","2019-06-01","176","불검출","불검출","적합"
"118","혼합제제","군마현","2019-06-07","20","불검출","불검출","적합"
"119","혼합제제","군마현","2019-06-07","20","불검출","불검출","적합"
