"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","마른해삼","홋카이도","2019-06-27","460","불검출","불검출","적합"
"2","냉동새우살","도야마현","2019-06-27","164","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-06-27","1,587","불검출","불검출","적합"
"4","냉장돔(금눈돔)","시즈오카현","2019-06-27","45","불검출","불검출","적합"
"5","활장어(먹장어)","후쿠오카현","2019-06-27","2,150","불검출","불검출","적합"
"6","냉동새치(돛새치)","대서양","2019-06-27","1,246","불검출","불검출","적합"
"7","냉장갈치","오이타현","2019-06-27","510","불검출","불검출","적합"
"8","냉동개복치(F)","대서양","2019-06-27","952","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2019-06-27","664","불검출","불검출","적합"
"10","냉동가리비(외투막)","홋카이도","2019-06-27","24,000","불검출","불검출","적합"
"11","냉동개복치(F)","인도양","2019-06-27","2,762","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-06-27","4,402","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2019-06-27","4,979","불검출","불검출","적합"
"14","냉동기름치","인도양","2019-06-27","1,260","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2019-06-27","984","불검출","불검출","적합"
"16","냉동새치(돛새치)","인도양","2019-06-27","3,942","불검출","불검출","적합"
"17","냉장명태","홋카이도","2019-06-27","720","불검출","불검출","적합"
"18","활전갱이(흑점줄전갱이)","에히메현","2019-06-27","960","불검출","불검출","적합"
"19","활가리비","홋카이도","2019-06-27","7,164","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-06-27","1,200","불검출","불검출","적합"
