"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미","러시아","2019-06-27","3,332","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2019-06-27","4,000","불검출","불검출","적합"
"3","냉동대구","러시아","2019-06-27","26,488","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2019-06-27","22,000","불검출","불검출","적합"
"합계","","-","-","55,820","-","-","-"
