"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 142건","","","","1,071,253","","",""
"1","청주","야마구치현","2019-05-16","9","불검출","불검출","적합"
"2","청주","야마구치현","2019-05-16","9","불검출","불검출","적합"
"3","혼합제제","효고현","2019-06-10","17","불검출","불검출","적합"
"4","과자","사이타마현","2019-05-30","120","불검출","불검출","적합"
"5","빵류","히로시마현","2019-06-12","720","불검출","불검출","적합"
"6","빵류","히로시마현","2019-06-12","139","불검출","불검출","적합"
"7","빵류","히로시마현","2019-06-12","816","불검출","불검출","적합"
"8","청주","이바라키현","2019-05-30","259","불검출","불검출","적합"
"9","혼합제제","효고현","2019-06-07","34","불검출","불검출","적합"
"10","숙면","후쿠오카현","2019-06-14","1,500","불검출","불검출","적합"
"11","숙면","후쿠오카현","2019-06-15","5,037","불검출","불검출","적합"
"12","청주","야마가타현","2019-02-04","130","불검출","불검출","적합"
"13","혼합제제","효고현","2019-06-07","17","불검출","불검출","적합"
"14","고형차","교토부","","477","불검출","불검출","적합"
"15","캔디류","나가노현","2019-05-22","4,618","불검출","불검출","적합"
