"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","60,373","-","-","-"
"1","냉동개아지살(가리비,포장횟감)","홋카이도","2015-6-5","8,000","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2015-6-5","8,368","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-6-5","7,500","불검출","불검출","적합"
"4","냉동상어(청상아리)","인도양","2015-6-5","330","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-6-5","6,992","불검출","불검출","적합"
"6","활돔(돌돔)","나가사키현","2015-6-5","597","불검출","불검출","적합"
"7","활돔(돌돔)","미야자키현","2015-6-5","340","불검출","불검출","적합"
"8","냉장갈치","오이타현","2015-6-5","700","불검출","불검출","적합"
"9","냉장갈치","히로시마현","2015-6-5","325","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-6-5","2,134","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2015-6-5","5,687","불검출","불검출","적합"
"12","활돔(돌돔)","나가사키현","2015-6-5","1,421","불검출","불검출","적합"
"13","활장어(먹장어)","야마구치현","2015-6-5","2,611","불검출","불검출","적합"
"14","활장어(먹장어)","시마네현","2015-6-5","1,702","불검출","불검출","적합"
"15","활가리비","홋카이도","2015-6-5","6,988","불검출","불검출","적합"
"16","활가리비","홋카이도","2015-6-5","6,678","불검출","불검출","적합"
