"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"16","청주","후쿠오카현","2014-08-18","43.2","불검출","불검출","적합"
"17","된장","아이치현","2014-07-31","36","불검출","불검출","적합"
"18","드레싱","사가현","2014-07-26","900","불검출","불검출","적합"
"19","혼합장","효고현","2014-07-10","120","불검출","불검출","적합"
"20","양조간장","효고현","2014-07-28","324","불검출","불검출","적합"
"21","혼합제제","오사카부","2014-08-06","300","불검출","불검출","적합"
"22","과자(스낵과자)","사이타마현","2014-07-25","32","불검출","불검출","적합"
"23","혼합제제","효고현","2014-08-18","34","불검출","불검출","적합"
"24","빵류(그외 빵류)","오사카부","2014-05-19","560","불검출","불검출","적합"
"25","청주","교토부","2014-08-01","259.2","불검출","불검출","적합"
"26","건어포류","에히메현","2014-08-08","340","불검출","불검출","적합"
"27","국수","구마모토현","2014-08-01","619.2","불검출","불검출","적합"
"28","국수","구마모토현","2014-08-01","568.8","불검출","불검출","적합"
"29","국수","구마모토현","2014-08-01","723.6","불검출","불검출","적합"
"30","맥주","오이타현","2014-07-01","29,520","불검출","불검출","적합"
"31","맥주","오이타현","2014-07-16","49,680","불검출","불검출","적합"
"32","혼합제제","가나가와현","2014-08-05","40","불검출","불검출","적합"
"33","소스류","시즈오카현","2014-07-14","2,000","불검출","불검출","적합"
"34","혼합제제","오카야마현","2014-08-12","45","불검출","불검출","적합"
"35","맥주","후쿠오카현","2014-07-14","139,680","불검출","불검출","적합"
"36","맥주","후쿠오카현","2014-07-01","17,460","불검출","불검출","적합"
"37","맥주","후쿠오카현","2014-07-01","20,200","불검출","불검출","적합"
"38","맥주","후쿠오카현","2014-07-30","184,800","불검출","불검출","적합"
"39","맥주","후쿠오카현","2014-07-01","32,592","불검출","불검출","적합"
"40","기타천연착향료","효고현","2014-08-19","30","불검출","불검출","적합"
"41","혼합제제","효고현","2014-08-06","17","불검출","불검출","적합"
"42","액상차","시가현","2014-07-04","7,104","불검출","불검출","적합"
"43","조미된장","아이치현","2014-07-07","19,000","불검출","불검출","적합"
"44","청주","사이타마현","2014-08-05","2,043.39","불검출","불검출","적합"
"45","캔디류(사탕)","나라현","2014-07-15","126","불검출","불검출","적합"
"46","탄산음료","오사카부","2014-07-02","2,700","불검출","불검출","적합"
"47","캔디류(사탕)","나라현","2014-07-15","126","불검출","불검출","적합"
"48","캔디류(사탕)","미에현","2014-06-02","464.64","불검출","불검출","적합"
"49","캔디류(사탕)","미에현","2014-06-06","337.92","불검출","불검출","적합"
"50","기타가공품","효고현","2014-08-11","54.75","불검출","불검출","적합"
"51","혼합제제","오카야마현","2014-08-06","990","불검출","불검출","적합"
"52","조미된장","나가노현","2014-08-07","11,700","불검출","불검출","적합"
"53","조미된장","나가노현","2014-08-05","6,000","불검출","불검출","적합"
"54","기타가공품","이바라키현","2014-08-04","18,000","불검출","불검출","적합"
"55","당류가공품","오사카부","2014-08-07","486","불검출","불검출","적합"
"56","밀가루","후쿠오카현","2014-06-04","3,000","불검출","불검출","적합"
