"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","13건","-","-","2,634,816","-","-","-"
"1","냉동꽁치","대만","2014-9-4","22,280","불검출","불검출","적합"
"2","냉동가자미","러시아","2014-9-4","731","불검출","불검출","적합"
"3","냉동명태","러시아","2014-9-4","721,304","불검출","불검출","적합"
"4","냉동명태","러시아","2014-9-4","1,472,557","불검출","불검출","적합"
"5","냉동고등어","베트남","2014-9-4","3,000","불검출","불검출","적합"
"6","냉동상어(곱상어)","캐나다","2014-9-4","4,140","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2014-9-4","20,553","불검출","불검출","적합"
"8","냉동가자미(첨치가자미,F) 미국","","2014-9-4","23,350","불검출","불검출","적합"
"9","냉동꽁치","대만","2014-9-4","44,259","불검출","불검출","적합"
"10","냉동꽁치","대만","2014-9-4","95,962","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,F,횟감)","대만","2014-9-4","1,980","불검출","불검출","적합"
"12","냉동꽁치","대만","2014-9-4","135,020","불검출","불검출","적합"
"13","냉동꽁치","대만","2014-9-4","89,680","불검출","불검출","적합"
