"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","96,807","-","-","-"
"1","활장어(먹장어)","나가사키현","2014-9-4","3,049","불검출","불검출","적합"
"2","활게(왕게)","홋카이도","2014-9-4","0","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-9-4","7,000","불검출","불검출","적합"
"4","냉장전어","나가사키현","2014-9-4","424","불검출","불검출","적합"
"5","활장어(먹장어)","나가사키현","2014-9-4","811","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-9-4","185","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-9-4","375","불검출","불검출","적합"
"8","냉동가리비(외투막)","홋카이도","2014-9-4","23,000","불검출","불검출","적합"
"9","냉동가리비(외투막)","홋카이도","2014-9-4","23,000","불검출","불검출","적합"
"10","냉동고등어","후쿠오카현","2014-9-4","19,575","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2014-9-4","7,625","불검출","불검출","적합"
"12","활꼬막","후쿠오카현","2014-9-4","2,500","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2014-9-4","7,228","불검출","불검출","적합"
"14","냉장명태","홋카이도","2014-9-4","1,420","불검출","불검출","적합"
"15","냉장갈치","오이타현","2014-9-4","270","불검출","불검출","적합"
"16","냉장준치","구마모토현","2014-9-4","315","불검출","불검출","적합"
"17","냉동장어(갯장어,F)","도쿠시마현","2014-9-4","30","불검출","불검출","적합"
