"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","청주","미에현","2018-11-01","648","불검출","불검출","적합"
"81","소스","아이치현","2018-08-20","540","불검출","불검출","적합"
"82","초콜릿가공품","이바라키현","2018-11-07","2,376","불검출","불검출","적합"
"83","과자","나가노현","2018-09-13","312","불검출","불검출","적합"
"84","초콜릿가공품","이바라키현","2018-11-06","1,228","불검출","불검출","적합"
"85","혼합제제","사이타마현","2018-11-01","54","불검출","불검출","적합"
"86","양조간장","지바현","2018-10-09","632","불검출","불검출","적합"
"87","당류가공품","오사카부","2018-10-16","479","불검출","불검출","적합"
"88","당류가공품","교토부","2018-10-30","513","불검출","불검출","적합"
"89","마요네즈","효고현","2018-10-04","2,772","불검출","불검출","적합"
"90","빵류","이바라키현","2018-10-12","3,020","불검출","불검출","적합"
"91","당류가공품","교토부","2018-10-11","330","불검출","불검출","적합"
"92","공액리놀레산","시즈오카현","2018-09-06","442","불검출","불검출","적합"
"93","비 타 민 / 가 르 시니
아캄보지아껍질추
출물","도야마현","2018-09-14","478","불검출","불검출","적합"
"94","클로렐라 제품","이와테현","2018-09-20","45","불검출","불검출","적합"
"95","녹차추출물 제품","지바현","2018-09-13","54","불검출","불검출","적합"
"96","청주","후쿠이현","2018-09-25","130","불검출","불검출","적합"
"97","청주","아키타현","2018-10-17","104","불검출","불검출","적합"
"98","청주","야마가타현","2018-09-07","130","불검출","불검출","적합"
"99","청주","시마네현","2018-10-15","194","불검출","불검출","적합"
"100","혼합제제","히로시마현","2018-10-11","45","불검출","불검출","적합"
"101","혼합제제","효고현","2018-11-02","51","불검출","불검출","적합"
"102","혼합제제","효고현","2018-11-06","51","불검출","불검출","적합"
"103","혼합제제","효고현","2018-11-01","51","불검출","불검출","적합"
"104","혼합제제","효고현","2018-11-06","102","불검출","불검출","적합"
"105","혼합제제","효고현","2018-11-07","51","불검출","불검출","적합"
"106","혼합제제","효고현","2018-11-02","51","불검출","불검출","적합"
"107","혼합제제","오카야마현","2018-11-06","150","불검출","불검출","적합"
"108","혼합제제","사이타마현","2018-10-30","600","불검출","불검출","적합"
"109","청국장","교토부","2018-10-20","173","불검출","불검출","적합"
"110","조미된장","나가노현","2018-10-18","300","불검출","불검출","적합"
"111","청주","미에현","2018-11-01","259","불검출","불검출","적합"
