"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장홍어","야마구치현","2018-11-28","312","적합","적합","적합"
"22","냉장명태","홋카이도","2018-11-28","1,300","적합","적합","적합"
"23","냉장명태","홋카이도","2018-11-28","1,300","적합","적합","적합"
"24","활가리비","홋카이도","2018-11-28","7,000","적합","적합","적합"
"25","활우렁쉥이","홋카이도","2018-11-28","8,450","적합","적합","적합"
"26","활가리비","홋카이도","2018-11-28","5,670","적합","적합","적합"
"27","활우렁쉥이","홋카이도","2018-11-28","8,450","적합","적합","적합"
"28","마른개아지살(가리비,자숙)","홋카이도","2018-11-28","300","적합","적합","적합"
"29","활가리비","홋카이도","2018-11-28","1,800","적합","적합","적합"
"30","활우렁쉥이","홋카이도","2018-11-28","9,632","적합","적합","적합"
"31","냉동다랑어(눈다랑어,목살)","시즈오카현","2018-11-28","195","적합","적합","적합"
"32","냉장명태","홋카이도","2018-11-28","6,042","적합","적합","적합"
"33","활우렁쉥이","홋카이도","2018-11-28","8,395","적합","적합","적합"
"34","활장어(먹장어)","구마모토현","2018-11-28","2,738","적합","적합","적합"
"35","냉장홍어","홋카이도","2018-11-28","1,054","적합","적합","적합"
"36","활가리비","홋카이도","2018-11-28","7,543","적합","적합","적합"
"합계","","-","-","133,617","-","-","-"
