"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"48","빵류","야마나시현","2018-09-27","149","불검출","불검출","적합"
"49","기타
수산물가공
품","후쿠오카현","2018-11-09","67","불검출","불검출","적합"
"50","빵류","야마나시현","2018-08-07","116","불검출","불검출","적합"
"51","빵류","야마나시현","2018-08-06","116","불검출","불검출","적합"
"52","혼합제제","오사카부","2018-11-05","50","불검출","불검출","적합"
"53","유탕면","나라현","2018-10-10","360","불검출","불검출","적합"
"54","캔디류","야마나시현","2018-09-14","101","불검출","불검출","적합"
"55","비타민","기후현","2018-10-29","12","불검출","불검출","적합"
"56","혼합음료","시즈오카현","2018-09-27","61","불검출","불검출","적합"
"57","맥주","후쿠오카현","2018-09-21","78,823","불검출","불검출","적합"
"58","카레(커리)","시즈오카현","2018-10-11","276","불검출","불검출","적합"
"59","빵류","사이타마현","2018-09-22","5,616","불검출","불검출","적합"
"60","과자","니가타현","2018-11-03","1,326","불검출","불검출","적합"
"61","어묵","시마네현","2018-10-16","600","불검출","불검출","적합"
"62","어묵","시마네현","2018-10-16","2,000","불검출","불검출","적합"
"63","어묵","시마네현","2018-10-01","1,200","불검출","불검출","적합"
"64","어묵","시마네현","2018-10-01","600","불검출","불검출","적합"
"65","어묵","시마네현","2018-10-16","4,770","불검출","불검출","적합"
"66","어묵","시마네현","2018-10-01","1,200","불검출","불검출","적합"
"67","어묵","시마네현","2018-11-01","500","불검출","불검출","적합"
"68","과자","야마가타현","2018-10-22","114","불검출","불검출","적합"
"69","과자","야마가타현","2018-10-22","70","불검출","불검출","적합"
"70","과자","야마가타현","2018-10-22","998","불검출","불검출","적합"
"71","과자","니가타현","2018-10-01","437","불검출","불검출","적합"
"72","절임식품","와카야마현","2018-10-16","288","불검출","불검출","적합"
"73","과자","사이타마현","2018-10-22","576","불검출","불검출","적합"
"74","양조간장","지바현","2018-10-13","1,062","불검출","불검출","적합"
"75","소스","사가현","2018-10-05","46","불검출","불검출","적합"
"76","소스","사가현","2018-09-07","36","불검출","불검출","적합"
"77","시클로덱스트린시
럽","시즈오카현","2018-08-14","8,000","불검출","불검출","적합"
"78","기타가공품","사이타마현","2018-11-06","100","불검출","불검출","적합"
"79","빵류","사이타마현","2018-07-25","5,616","불검출","불검출","적합"
