"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2018-11-30","49,360","적합","적합","적합"
"2","냉동꽁치","대만","2018-11-30","33,501","적합","적합","적합"
"3","냉동꽁치","대만","2018-11-30","140,058","적합","적합","적합"
"4","냉동꽁치","대만","2018-11-30","55,514","적합","적합","적합"
"5","냉동가자미(각시가자미)","러시아","2018-11-30","44,100","적합","적합","적합"
"6","냉동꽁치","대만","2018-11-30","61,041","적합","적합","적합"
"7","냉동꽁치","대만","2018-11-30","145,713","적합","적합","적합"
"8","냉동볼락(장문볼락)","포르투갈","2018-11-30","24,016","적합","적합","적합"
"9","냉동대구(F)","러시아","2018-11-30","5,000","적합","적합","적합"
"10","냉동명태(F)","러시아","2018-11-30","10,000","적합","적합","적합"
"11","냉동가자미(각시가자미)","러시아","2018-11-30","22,500","적합","적합","적합"
"12","냉동꽁치","대만","2018-11-30","14,961","적합","적합","적합"
"13","냉동꽁치","대만","2018-11-30","45,580","적합","적합","적합"
"14","마른명태","러시아","2018-11-30","1,600","적합","적합","적합"
"15","냉동꽁치","대만","2018-11-30","219,730","적합","적합","적합"
"16","냉동명태(F)","러시아","2018-11-30","23,250","적합","적합","적합"
