"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장홍어","홋카이도","2019-07-03","3,127","불검출","불검출","적합"
"2","활가리비","홋카이도","2019-07-03","7,550","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2019-07-03","3,731","불검출","불검출","적합"
"4","냉동새치(돛새치)","인도양","2019-07-03","2,519","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2019-07-03","2,054","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-07-03","1,200","불검출","불검출","적합"
"7","활바리(능성어)","에히메현","2019-07-03","742","불검출","불검출","적합"
"8","냉동상어(청상아리,F)","태평양","2019-07-03","159","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,목살,횟감)","대서양","2019-07-03","420","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-07-03","7,020","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-07-03","6,700","불검출","불검출","적합"
"12","활전갱이(흑점줄전갱이)","에히메현","2019-07-03","684","불검출","불검출","적합"
"13","활전갱이(흑점줄전갱이)","에히메현","2019-07-03","1,231","불검출","불검출","적합"
"14","냉동다랑어(황다랑어,F,횟감)","인도양","2019-07-03","1,200","불검출","불검출","적합"
"15","활가리비","홋카이도","2019-07-03","7,059","불검출","불검출","적합"
"16","활바리(자바리)","에히메현","2019-07-03","493","불검출","불검출","적합"
"17","냉동새치(황새치,F,횟감)","태평양","2019-07-03","570","불검출","불검출","적합"
"18","냉동다랑어(눈다랑어,F,횟감)","대서양","2019-07-03","660","불검출","불검출","적합"
"19","냉동다랑어(눈다랑어,목살)","태평양","2019-07-03","1,240","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-07-03","1,200","불검출","불검출","적합"
