"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","활전갱이(흑점줄전갱이)","에히메현","2019-07-03","822","불검출","불검출","적합"
"22","냉장명태","홋카이도","2019-07-03","2,100","불검출","불검출","적합"
"23","활바리(자바리)","나가사키현","2019-07-03","214","불검출","불검출","적합"
"24","활돔(참돔)","에히메현","2019-07-03","9,240","불검출","불검출","적합"
"25","냉동다랑어(눈다랑어,목살,횟감)","태평양","2019-07-03","3,140","불검출","불검출","적합"
"26","활가리비","홋카이도","2019-07-03","7,292","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2019-07-03","1,109","불검출","불검출","적합"
"28","냉장명태","홋카이도","2019-07-03","1,800","불검출","불검출","적합"
"29","활돔(참돔)","에히메현","2019-07-03","9,296","불검출","불검출","적합"
"30","냉동상어(청상아리,F)","인도양","2019-07-03","1,251","불검출","불검출","적합"
"31","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-07-03","1,827","불검출","불검출","적합"
"32","냉장명태","홋카이도","2019-07-03","900","불검출","불검출","적합"
"33","활돔(돌돔)","나가사키현","2019-07-03","180","불검출","불검출","적합"
"34","활돔(벤자리)","에히메현","2019-07-03","984","불검출","불검출","적합"
"35","활방어(잿방어)","에히메현","2019-07-03","1,933","불검출","불검출","적합"
"36","냉동다랑어(눈다랑어,목살)","태평양","2019-07-03","440","불검출","불검출","적합"
"37","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-07-03","2,700","불검출","불검출","적합"
"합계","","-","-","94,787","-","-","-"
