"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","256","2,030,069","0","0","229","1,993,776","3","372","24","35,921"
"5.14","159","1,728,175","0","0","150","1,707,128","1","129","8","20,918"
"5.15","97","301,894","0","0","79","286,648","2","243","16","15,003"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
