"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활우렁쉥이","홋카이도","2019-02-01","8,422","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-02-01","1,573","불검출","불검출","적합"
"3","활방어","나가사키현","2019-02-01","4,990","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2019-02-01","95","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-02-01","5,200","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-02-01","5,500","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-02-01","7,000","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-02-01","2,400","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-02-01","2,600","불검출","불검출","적합"
"10","활게(참게)","후쿠오카현","2019-02-01","475","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-02-01","6,721","불검출","불검출","적합"
"12","냉동다랑어(참다랑어,목살,횟감)","대서양","2019-02-01","301","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2019-02-01","8,220","불검출","불검출","적합"
"14","활가리비","홋카이도","2019-02-01","6,522","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2019-02-01","360","불검출","불검출","적합"
"16","활방어","에히메현","2019-02-01","4,927","불검출","불검출","적합"
"17","활방어","에히메현","2019-02-01","4,276","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2019-02-01","2,946","불검출","불검출","적합"
"19","활가리비","홋카이도","2019-02-01","8,316","불검출","불검출","적합"
"20","냉장가오리","야마구치현","2019-02-01","340","불검출","불검출","적합"
