"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","86,174","-","-","-"
"1","활장어(먹장어)","나가사키현","2014-7-15","983","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-7-15","5,908","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-7-15","5,531","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-7-15","6,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-7-15","7,000","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2014-7-15","232","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,목살) 시즈오카현","","2014-7-15","468","불검출","불검출","적합"
"8","냉동가리비(외투막)","홋카이도","2014-7-15","23,000","불검출","불검출","적합"
"9","냉장명태","홋카이도","2014-7-15","4,200","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2014-7-15","1,206","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-7-15","3,184","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2014-7-15","446","불검출","불검출","적합"
"13","활가리비","홋카이도","2014-7-15","7,016","불검출","불검출","적합"
"14","활가리비","홋카이도","2014-7-15","13,159","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-7-15","6,703","불검출","불검출","적합"
"16","활돔(강담돔)","에히메현","2014-7-15","709","불검출","불검출","적합"
"17","냉동다랑어(남방참다랑어,
목살,횟감)","시즈오카현","2014-7-15","429","불검출","불검출","적합"
