"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","84","633,464","0","0","66","617,081","3","396","15","15,987"
"7.14","84","633,464","0","0","66","617,081","3","396","15","15,987"
"7.15","","","","","","","","","",""
"7.16","","","","","","","","","",""
"7.17","","","","","","","","","",""
"7.18","","","","","","","","","",""
