"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","61,825","-","-","-"
"1","냉동가리비
(외투막)","홋카이도","2016-10-07","13,328","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-10-07","230","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2016-10-07","2,120","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2016-10-07","125","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-10-07","370","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-10-07","3,263","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-10-07","744","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-10-07","5,929","불검출","불검출","적합"
"9","냉장갈치","에히메현","2016-10-07","50","불검출","불검출","적합"
"10","냉장갈치","효고현","2016-10-07","424","불검출","불검출","적합"
"11","냉장준치","구마모토현","2016-10-07","49","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-10-07","1,117","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-10-07","13,938","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-10-07","645","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-10-07","1,812","불검출","불검출","적합"
"16","활꼬막(새꼬막)","사가현","2016-10-07","500","불검출","불검출","적합"
