"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","103,522","-","-","-"
"1","구운김(세절)","중국","2016-10-07","40","불검출","불검출","적합"
"2","냉동대구(목살)","러시아","2016-10-07","7,020","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2016-10-07","4,754","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2016-10-07","61,358","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2016-10-07","9,000","불검출","불검출","적합"
"6","냉동가자미
(각시가자미)","미국","2016-10-07","21,350","불검출","불검출","적합"
