"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","80,774","-","-","-"
"1","활돔(참돔)","에히메현","2017-03-21","1,921","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-03-21","19,065","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2017-03-21","1,994","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2017-03-21","2,868","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-03-21","4,682","불검출","불검출","적합"
"6","냉장대구","홋카이도","2017-03-21","2,556","불검출","불검출","적합"
"7","냉장갈치","","후쿠오카현 2017-03-21","1,130","불검출","불검출","적합"
"8","냉장대구","홋카이도","2017-03-21","640","불검출","불검출","적합"
"9","냉장대구","홋카이도","2017-03-21","1,020","불검출","불검출","적합"
"10","냉장대구","홋카이도","2017-03-21","80","불검출","불검출","적합"
"11","냉장준치","효고현","2017-03-21","238","불검출","불검출","적합"
"12","냉장갈치","효고현","2017-03-21","176","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2017-03-21","2,197","불검출","불검출","적합"
"14","냉장갈치","효고현","2017-03-21","445","불검출","불검출","적합"
"15","냉장갈치","","야마구치현 2017-03-21","184","불검출","불검출","적합"
"16","냉장갈치","","후쿠오카현 2017-03-21","1,160","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-03-21","1,440","불검출","불검출","적합"
"18","냉장갈치","","야마구치현 2017-03-21","216","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-03-21","4,509","불검출","불검출","적합"
"20","냉장홍어","","야마구치현 2017-03-21","340","불검출","불검출","적합"
"21","냉장홍어","","야마구치현 2017-03-21","240","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2017-03-21","3,762","불검출","불검출","적합"
"23","냉장갈치","오이타현","2017-03-21","540","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-03-21","4,263","불검출","불검출","적합"
