"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","653,567","-","-","-"
"1","냉동곤이(명태)","러시아","2017-03-21","13,253","불검출","불검출","적합"
"2","냉동다랑어(참다랑어,F)","터키","2017-03-21","10,434","불검출","불검출","적합"
"3","냉 동 가 자 미 ( 각 시
가자미)","러시아","2017-03-21","22,500","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2017-03-21","17,235","불검출","불검출","적합"
"5","냉동새우(흰다리새우)","사우디아라
비아","2017-03-21","17,280","불검출","불검출","적합"
"6","냉동명태","러시아","2017-03-21","19,200","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,F,
횟감)","중국","2017-03-21","549","불검출","불검출","적합"
"8","냉동명태(F)","러시아","2017-03-21","8,610","불검출","불검출","적합"
"9","냉동명태","러시아","2017-03-21","500,606","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-03-21","21,400","불검출","불검출","적합"
"11","냉 동 가 자 미 (각 시
가자미)","러시아","2017-03-21","22,500","불검출","불검출","적합"
