"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2017-06-16","23,500","불검출","불검출","적합"
"2","마른해조(스피노잠)","탄자니아","2017-06-16","40,000","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-06-16","22,500","불검출","불검출","적합"
"4","냉동간(명태)","러시아","2017-06-16","5,061","불검출","불검출","적합"
"5","냉동곤이(명태)","러시아","2017-06-16","3,555","불검출","불검출","적합"
"6","냉동대구(목살)","러시아","2017-06-16","13,560","불검출","불검출","적합"
"7","냉동상어(귀상어)","베트남","2017-06-16","3,829","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","미국","2017-06-16","19,600","불검출","불검출","적합"
"9","냉동가자미(첨치가자미,F)","미국","2017-06-16","23,000","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-06-16","9,010","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2017-06-16","23,625","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2017-06-16","2,400","불검출","불검출","적합"
"13","냉동새우살(자숙)","인도","2017-06-16","20","불검출","불검출","적합"
"14","냉동가자미(각시가자미)","러시아","2017-06-16","11,650","불검출","불검출","적합"
"15","냉동상어(청상아리)","대만","2017-06-16","6,661","불검출","불검출","적합"
"합계","","-","-","207,971","-","-","-"
