"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동다랑어(눈다랑어,목살)","대서양","2017-06-13","229","불검출","불검출","적합"
"2","냉장대구","홋카이도","2017-06-13","800","불검출","불검출","적합"
"3","냉장갈치","야마구치현","2017-06-13","500","불검출","불검출","적합"
"4","활돔(돌돔)","나가사키현","2017-06-13","323","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2017-06-13","300","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2017-06-13","800","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2017-06-13","824","불검출","불검출","적합"
"8","활전갱이(흑점줄전갱이)","미야자키현","2017-06-13","1,140","불검출","불검출","적합"
"9","냉장갈치","오이타현","2017-06-13","595","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2017-06-13","1,536","불검출","불검출","적합"
"11","냉장쥐치","야마구치현","2017-06-13","1,000","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-06-13","6,986","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2017-06-13","7,665","불검출","불검출","적합"
"14","냉장쥐치","후쿠오카현","2017-06-13","1,990","불검출","불검출","적합"
"15","냉장갈치","에히메현","2017-06-13","190","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-06-13","1,272","불검출","불검출","적합"
"17","활돔(참돔)","에히메현","2017-06-13","2,911","불검출","불검출","적합"
"18","활돔(벵에돔)","나가사키현","2017-06-13","510","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-06-13","2,107","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2017-06-13","624","불검출","불검출","적합"
