"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동틸라피아(F,포장횟감)","대만","2017-06-14","4,350","불검출","불검출","적합"
"2","냉동가자미(각시가자미)","러시아","2017-06-14","22,000","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-06-14","22,000","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2017-06-14","22,050","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-06-14","19,750","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2017-06-14","22,500","불검출","불검출","적합"
"7","냉동곤이(명태)","러시아","2017-06-14","12,983","불검출","불검출","적합"
"8","냉동가자미(첨치가자미,F)","미국","2017-06-14","10,000","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-06-14","20,700","불검출","불검출","적합"
"10","냉동곤이(명태)","러시아","2017-06-14","10,657","불검출","불검출","적합"
"11","냉동곤이(명태)","러시아","2017-06-14","3,684","불검출","불검출","적합"
"합계","","-","-","170,674","-","-","-"
