"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","나가사키현","2017-06-15","9,602","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-06-15","2,818","불검출","불검출","적합"
"3","냉장대구","홋카이도","2017-06-15","970","불검출","불검출","적합"
"4","활가리비","홋카이도","2017-06-15","6,973","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-06-15","1,260","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-06-15","1,200","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-06-15","1,200","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2017-06-15","176","불검출","불검출","적합"
"9","활가리비","홋카이도","2017-06-15","6,934","불검출","불검출","적합"
"10","활가리비","홋카이도","2017-06-15","7,175","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2017-06-15","656","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-06-15","6,992","불검출","불검출","적합"
"13","냉장전갱이(흑점줄전갱이)","후쿠오카현","2017-06-15","7","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-06-15","1,260","불검출","불검출","적합"
"15","냉장방어(잿방어)","후쿠오카현","2017-06-15","20","불검출","불검출","적합"
"16","냉장갈치","오이타현","2017-06-15","325","불검출","불검출","적합"
"17","냉장갈치","후쿠오카현","2017-06-15","430","불검출","불검출","적합"
"18","냉장갈치","에히메현","2017-06-15","455","불검출","불검출","적합"
"19","냉장갈치","야마구치현","2017-06-15","245","불검출","불검출","적합"
"20","냉장돔(금눈돔)","후쿠오카현","2017-06-15","16","불검출","불검출","적합"
