"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","385","2,339,579","2","20,290","299","2,255,501","1","540","83","63,248"
"6.5","90","792,583","1","19,090","61","765,934","0","0","28","7,559"
"6.7","117","405,387","0","0","90","372,920","0","0","27","32,467"
"6.8","80","126,327","0","0","62","121,029","1","540","17","4,758"
"6.9","98","1,015,282","1","1,200","86","995,618","0","0","11","18,464"
"","","","","","","","","","",""
