"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"12","카레","니가타현","2017-04-19","1,440","불검출","불검출","적합"
"13","카레","니가타현","2017-04-11","288","불검출","불검출","적합"
"14","L-메티오닌","야마구치현","2016-09-09","50","불검출","불검출","적합"
"15","기타가공품","이바라키현","2017-05-18","9,000","불검출","불검출","적합"
"16","과자(웨이퍼)","사이타마현","2017-03-06","8,954","불검출","불검출","적합"
"17","추출식품","에히메현","2017-04-10","3,000","불검출","불검출","적합"
"18","올레오레진캡시컴","사이타마현","2017-05-01","30","불검출","불검출","적합"
"19","혼합제제","사이타마현","2017-05-01","300","불검출","불검출","적합"
"20","향미유","사이타마현","2017-05-01","30","불검출","불검출","적합"
"21","향미유","사이타마현","2017-04-28","1,200","불검출","불검출","적합"
"22","향미유","사이타마현","2017-04-27","300","불검출","불검출","적합"
"23","소스류","사이타마현","2017-05-01","375","불검출","불검출","적합"
"24","혼합제제","오사카부","2017-05-18","136","불검출","불검출","적합"
"25","활성탄","기후현","2017-05-15","500","불검출","불검출","적합"
"26","활성탄","기후현","2017-05-17","800","불검출","불검출","적합"
"27","활성탄","기후현","2017-05-19","300","불검출","불검출","적합"
"28","혼합제제","오사카부","2017-04-14","496","불검출","불검출","적합"
"29","소스류","에히메현","2017-05-23","2,000","불검출","불검출","적합"
"30","혼합제제","오사카부","2017-04-24","300","불검출","불검출","적합"
"31","즉석조리식품","히로시마현","2017-03-14","50","불검출","불검출","적합"
"32","과자(스낵과자)","나가노현","2017-05-15","276","불검출","불검출","적합"
"33","기타가공품","와카야마현","2017-05-18","1,000","불검출","불검출","적합"
"34","혼합제제","사이타마현","2017-04-27","40","불검출","불검출","적합"
"35","복합조미식품","사이타마현","2017-04-28","560","불검출","불검출","적합"
"36","기타가공품","히로시마현","2017-05-31","2,000","불검출","불검출","적합"
"37","스피루리나 제품","도야마현","2017-04-20","612","불검출","불검출","적합"
"38","탄산음료","오사카부","2017-04-24","1,200","불검출","불검출","적합"
"39","과자(스낵과자)","아이치현","2017-03-18","280","불검출","불검출","적합"
"40","과자(스낵과자)","아이치현","2017-03-18","300","불검출","불검출","적합"
"41","말티톨시럽","시즈오카현","2017-04-28","10,000","불검출","불검출","적합"
