"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","112,789","-","-","-"
"1","활가리비","홋카이도","2016-05-04","14,000","불검출","불검출","적합"
"2","활장어(먹장어)","야마구치현","2016-05-04","1,689","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-05-04","3,846","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2016-05-04","1,668","불검출","불검출","적합"
"5","냉장돔(감성돔)","히로시마현","2016-05-04","210","불검출","불검출","적합"
"6","냉장준치","야마구치현","2016-05-04","560","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-05-04","6,943","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2016-05-04","410","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-05-04","2,375","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-05-04","1,337","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2016-05-04","672","불검출","불검출","적합"
"12","냉장갈치","야마구치현","2016-05-04","2,215","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-05-04","3,180","불검출","불검출","적합"
"14","냉장준치","야마구치현","2016-05-04","1,160","불검출","불검출","적합"
"15","냉장갑오징어","후쿠오카현","2016-05-04","1,016","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-05-04","1,899","불검출","불검출","적합"
