"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","139,505","-","-","-"
"1","냉동갈치","에히메현","2016-05-02","16,120","불검출","불검출","적합"
"2","냉동멸치","가고시마현","2016-05-02","73,500","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-05-02","3,181","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-05-02","1,978","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-05-02","1,608","불검출","불검출","적합"
"6","냉장갈치","히로시마현","2016-05-02","165","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-05-02","3,089","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2016-05-02","800","불검출","불검출","적합"
"9","냉장갈치","야마구치현","2016-05-02","1,620","불검출","불검출","적합"
"10","냉장준치","야마구치현","2016-05-02","664","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-05-02","6,940","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-05-02","1,502","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-05-02","736","불검출","불검출","적합"
"14","냉장갈치","도쿠시마현","2016-05-02","615","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-05-02","3,445","불검출","불검출","적합"
"16","냉장대구","홋카이도","2016-05-02","360","불검출","불검출","적합"
