"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","30,680","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2016-04-07","1,049","불검출","불검출","적합"
"2","냉동새치
(
황새치 목살
,
)","태평양","2016-04-07","96","불검출","불검출","적합"
"3","냉동다랑어
(
눈다랑어 횟감
,F,
)","인도양","2016-04-07","110","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-04-07","3,986","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-04-07","3,170","불검출","불검출","적합"
"6","냉장준치","구마모토현","2016-04-07","98","불검출","불검출","적합"
"7","냉동새치
(
황새치 횟감
,F,
)","태평양","2016-04-07","360","불검출","불검출","적합"
"8","냉장갈치","효고현","2016-04-07","208","불검출","불검출","적합"
"9","냉장준치","효고현","2016-04-07","280","불검출","불검출","적합"
"10","냉동다랑어
(
눈다랑어 목살
,
)","인도양","2016-04-07","285","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-04-07","1,880","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-04-07","5,918","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-04-07","2,000","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-04-07","2,000","불검출","불검출","적합"
"15","냉장대구","홋카이도","2016-04-07","540","불검출","불검출","적합"
"16","냉장갈치","히로시마현","2016-04-07","310","불검출","불검출","적합"
