"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2016-04-06","682","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-04-06","1,520","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-04-06","184","불검출","불검출","적합"
"20","냉장돔 참돔(
)","후쿠오카현","2016-04-06","165","불검출","불검출","적합"
"21","냉장돔 황돔(
)","야마구치현","2016-04-06","140","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-04-06","3,251","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-04-06","475","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-04-06","4,868","불검출","불검출","적합"
"25","활돔 돌돔(
)","고치현","2016-04-06","734","불검출","불검출","적합"
"26","활가리비","홋카이도","2016-04-06","6,921","불검출","불검출","적합"
"27","활돔 돌돔(
)","와카야마현","2016-04-06","476","불검출","불검출","적합"
"28","활돔 돌돔(
)","나가사키현","2016-04-06","398","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-04-06","751","불검출","불검출","적합"
"30","활해삼","나가사키현","2016-04-06","117","불검출","불검출","적합"
"31","냉장갈치","히로시마현","2016-04-06","385","불검출","불검출","적합"
"32","활게 참게(
)","야마구치현","2016-04-06","372","불검출","불검출","적합"
"33","활장어 먹장어
(
)","나가사키현","2016-04-06","2,493","불검출","불검출","적합"
"34","활해삼","나가사키현","2016-04-06","70","불검출","불검출","적합"
"35","활게 털게(
)","홋카이도","2016-04-06","570","불검출","불검출","적합"
