"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","56,614","-","-","-"
"1","냉장명태","홋카이도","2016-04-06","360","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-04-06","2,400","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-04-06","130","불검출","불검출","적합"
"4","냉장대구","홋카이도","2016-04-06","990","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-04-06","850","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-04-06","990","불검출","불검출","적합"
"7","냉장대구","홋카이도","2016-04-06","850","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-04-06","117","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-04-06","1,676","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-04-06","1,490","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-04-06","840","불검출","불검출","적합"
"12","냉장대구","홋카이도","2016-04-06","540","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-04-06","1,490","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-04-06","850","불검출","불검출","적합"
"15","냉장대구","홋카이도","2016-04-06","530","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-04-06","1,271","불검출","불검출","적합"
