"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"83","천연향신료","시가현","2018-12-06","8,000","불검출","불검출","적합"
"84","글리세린지방산
에스테르","오사카부","2018-11-02","32","불검출","불검출","적합"
"85","청주","니가타현","2018-11-08","259","불검출","불검출","적합"
"86","청주","니가타현","2018-11-14","86","불검출","불검출","적합"
"87","청주","니가타현","2018-11-13","90","불검출","불검출","적합"
"88","청주","니가타현","2018-11-12","346","불검출","불검출","적합"
"89","청주","니가타현","2018-11-02","65","불검출","불검출","적합"
"90","청주","니가타현","2018-11-01","281","불검출","불검출","적합"
"91","청주","니가타현","2018-11-07","259","불검출","불검출","적합"
"92","맥주","후쿠오카현","2018-11-22","9,750","불검출","불검출","적합"
"93","합성향료","나가노현","2018-11-28","150","불검출","불검출","적합"
"94","소스","도치기현","2018-11-18","480","불검출","불검출","적합"
"95","맥주","후쿠오카현","2018-12-10","21,576","불검출","불검출","적합"
"96","청주","니가타현","2018-09-28","173","불검출","불검출","적합"
"97","청주","니가타현","2018-10-10","38","불검출","불검출","적합"
"98","청주","사가현","2018-11-20","130","불검출","불검출","적합"
"99","청주","사가현","2018-11-20","86","불검출","불검출","적합"
"100","청주","후쿠오카현","2018-11-24","26","불검출","불검출","적합"
"101","청주","후쿠오카현","2018-11-24","173","불검출","불검출","적합"
"102","소주","가고시마현","2018-11-28","281","불검출","불검출","적합"
"103","과자","기후현","2018-11-08","405","불검출","불검출","적합"
"104","음료베이스","시가현","2018-11-20","139","불검출","불검출","적합"
"105","소스","도치기현","2018-11-19","1,296","불검출","불검출","적합"
"106","고형차","효고현","2018-12-10","1,500","불검출","불검출","적합"
"107","건면","나가사키현","2018-12-02","360","불검출","불검출","적합"
"108","소스","나가사키현","2018-11-08","7,810","불검출","불검출","적합"
"109","소스","나가사키현","2018-11-10","3,884","불검출","불검출","적합"
"110","소스","나가사키현","2018-11-15","4,980","불검출","불검출","적합"
"111","소스","나가사키현","2018-11-21","872","불검출","불검출","적합"
"112","소스","나가사키현","2018-11-06","2,147","불검출","불검출","적합"
"113","소스","나가사키현","2018-11-23","1,028","불검출","불검출","적합"
"114","혼합장","훗카이도","2018-11-16","1,382","불검출","불검출","적합"
"115","소스","에히메현","2018-12-12","4,446","불검출","불검출","적합"
"116","액상차","오사카부","2018-10-22","1,306","불검출","불검출","적합"
