"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동오징어(지느러미)","페루","2018-06-12","46,000","불검출","불검출","적합"
"2","냉동가자미(각시가자미)","러시아","2018-06-12","22,500","불검출","불검출","적합"
"3","냉동명태","러시아","2018-06-12","10,000","불검출","불검출","적합"
"4","활가재(바다가재)","캐나다","2018-06-12","2,200","불검출","불검출","적합"
"5","냉동명태","러시아","2018-06-12","664,221","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2018-06-12","23,000","불검출","불검출","적합"
"7","냉동가자미(마소치가자미)","미국","2018-06-12","20,160","불검출","불검출","적합"
"8","냉동어란(명란)","러시아","2018-06-12","41,632","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2018-06-12","21,990","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2018-06-12","22,050","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","러시아","2018-06-12","23,000","불검출","불검출","적합"
"합계","","-","-","896,753","-","-","-"
