"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","수산물가공품","히로시마현","2016-06-01","24","불검출","불검출","적합"
"15","가공두부","나가노현","2016-05-07","5,362","불검출","불검출","적합"
"16","혼합제제","효고현","2016-06-06","51","불검출","불검출","적합"
"17","청주","니가타현","2016-05-20","86","불검출","불검출","적합"
"18","혼합제제","사이타마현","2016-06-06","540","불검출","불검출","적합"
"19","소스류","나가사키현","2016-04-29","1,941","불검출","불검출","적합"
"20","소스류","나가사키현","2016-05-08","8,151","불검출","불검출","적합"
"21","기타천연착향료","가나가와현","2016-05-30","200","불검출","불검출","적합"
"22","혼합제제","가나가와현","2016-05-24","280","불검출","불검출","적합"
"23","자당지방산에스테르","미에현","2016-03-05","3,600","불검출","불검출","적합"
"24","양조간장","지바현","2016-04-01","527","불검출","불검출","적합"
"25","캔디류(사탕)","미에현","2016-05-26","422","불검출","불검출","적합"
"26","유탕면류","효고현","2016-04-20","257","불검출","불검출","적합"
"27","혼합제제","미에현","2016-04-23","3,564","불검출","불검출","적합"
"28","소스류","나가사키현","2016-04-06","1,003","불검출","불검출","적합"
"29","탄산음료","사가현","2016-05-06","2,880","불검출","불검출","적합"
"30","혼합제제","오카야마현","2016-06-02","75","불검출","불검출","적합"
"31","소스류","나가사키현","2016-05-28","1,285","불검출","불검출","적합"
"32","양조간장","후쿠오카현","2016-06-11","4,730","불검출","불검출","적합"
"33","빵류(파이)","훗카이도","2016-06-02","9,579","불검출","불검출","적합"
"34","가공두부","나가노현","2016-05-20","4,802","불검출","불검출","적합"
"35","기타주류","야마구치현","2016-05-17","45,360","불검출","불검출","적합"
"36","청주","니가타현","2016-06-04","86","불검출","불검출","적합"
"37","혼합제제","사이타마현","2016-06-03","612","불검출","불검출","적합"
"38","카레","나라현","2016-04-05","6,600","불검출","불검출","적합"
"39","혼합제제","사이타마현","2015-11-17","200","불검출","불검출","적합"
"40","타마린드검","오사카부","2015-10-08","5,000","불검출","불검출","적합"
"41","기타주류","와카야마현","2016-05-16","108","불검출","불검출","적합"
"42","즉석조리식품","나가노현","2016-05-31","1,452","불검출","불검출","적합"
"43","혼합제제","오사카부","2016-06-10","150","불검출","불검출","적합"
"44","혼합제제","지바현","2016-05-19","500","불검출","불검출","적합"
"45","인스턴트커피","미에현","2016-05-19","648","불검출","불검출","적합"
"46","가공두부","나가노현","2016-05-08","3,360","불검출","불검출","적합"
"47","청주","와카야마현","2016-06-13","173","불검출","불검출","적합"
