"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"49","소스류","에히메현","2016-06-02","2,020","불검출","불검출","적합"
"50","복합조미식품","미에현","2016-05-17","41","불검출","불검출","적합"
"51","소스류","효고현","2016-04-12","660","불검출","불검출","적합"
"52","복합조미식품","미에현","2016-05-19","28","불검출","불검출","적합"
"53","복합조미식품","이바라키현","2016-05-10","29","불검출","불검출","적합"
"54","캔디류(사탕)","미에현","2016-05-06","422","불검출","불검출","적합"
"55","양조간장","지바현","2016-03-28","12,636","불검출","불검출","적합"
"56","과자(비스킷)","니가타현","2016-05-09","95","불검출","불검출","적합"
"57","캔디류(사탕)","미에현","2016-05-06","422","불검출","불검출","적합"
"58","만두류","아이치현","2016-04-26","202","불검출","불검출","적합"
"59","드레싱","사이타마현","2016-05-28","137","불검출","불검출","적합"
"60","소스류","이바라키현","2016-04-30","60","불검출","불검출","적합"
"61","소스류","기후현","2016-03-18","108","불검출","불검출","적합"
"62","밀크초콜릿","가나가와현","2016-05-31","104","불검출","불검출","적합"
"63","소스류","오사카부","2016-06-03","1,080","불검출","불검출","적합"
"64","과자(스낵과자)","니가타현","2016-05-11","470","불검출","불검출","적합"
"65","당류가공품","교토부","2016-05-31","70","불검출","불검출","적합"
"66","당류가공품","교토부","2016-05-26","84","불검출","불검출","적합"
"67","당류가공품","오사카부","2016-05-27","113","불검출","불검출","적합"
"68","초콜릿가공품","이바라키현","2016-04-01","97","불검출","불검출","적합"
"69","맥주","오이타현","2016-05-11","14,280","불검출","불검출","적합"
"70","당류가공품","오사카부","2016-05-21","99","불검출","불검출","적합"
"71","양조간장","지바현","2016-05-17","758","불검출","불검출","적합"
"72","당류가공품","오사카부","2016-06-10","492","불검출","불검출","적합"
"73","맥주","교토부","2016-05-31","161,280","불검출","불검출","적합"
"74","복합조미식품","오사카부","2016-06-01","1,680","불검출","불검출","적합"
"75","밀크초콜릿","가나가와현","2016-05-27","311","불검출","불검출","적합"
"76","위스키","야마나시현","2015-03-31","540","불검출","불검출","적합"
"77","기타가공품","히로시마현","2016-05-23","792","불검출","불검출","적합"
"78","과자(스낵과자)","니가타현","2016-05-10","539","불검출","불검출","적합"
"79","소스류","지바현","2016-04-19","231","불검출","불검출","적합"
"80","냉면","훗카이도","2016-05-21","1,746","불검출","불검출","적합"
"81","양조간장","지바현","2016-04-21","425","불검출","불검출","적합"
